"title_script","genre_script","filename","title_p","movieId","title","genres","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30"
"Basic Instinct","Crime,Mystery,Thriller","BasicInstinct.txt","basic instinct",1092,"Basic Instinct (1992)","Crime|Mystery|Thriller",-0.0117459319716258,-0.00626500962861633,-0.00180635287030538,0.0154485460284928,-0.0605254004538493,-0.00277540451399476,0.0284576222618504,-0.0103107359400266,-0.0136973995001885,0.025950248564853,-0.0470939237259264,-0.00267728229601629,0.0166258174802827,-0.015782844007334,0.0603785751099223,-0.00746899384535363,-0.0186447668183792,-0.0299498876320618,-0.0180483148942286,0.0188542016134225,0.037374801019706,0.0468744121153528,-0.0352308275787931,-0.0195145527437604,0.0125138574513421,0.0131814243222618,-0.01634189763531,-0.0109428834323917,-0.0122426687426066,-0.00490731981358631
"Basquiat","Drama","Basquiat.txt","basquiat",851,"Basquiat (1996)","Drama",0.0121240539043215,-0.0108839312203966,-0.017721118057862,0.00209146286234388,-0.000667796908347181,-0.00207226407147187,-0.00867160094381723,0.00752171222754861,-0.00751300106074808,0.00583165274717327,0.00624278663461498,-0.00154131980985027,0.00311185947721642,0.00330382787413269,-0.00442163782511141,0.00244195058782275,0.00273343579637234,-0.00650317439588585,-0.00439728935694868,-0.0108333529231889,0.00271055519004857,0.000855249666472331,-0.00396906088698079,-0.00328585289302334,-0.000737390385375172,-0.00570080416318005,-0.00310207350142438,0.00124269473413422,-0.00625515629732157,0.000940670010174848
"Batman Begins","Action,Adventure,Crime,Fantasy,Thriller","BatmanBegins.txt","batman begins",33794,"Batman Begins (2005)","Action|Crime|IMAX",0.0060674638004422,0.00342872186060831,0.0354816799703372,0.0646722241332106,0.0316822431265045,0.0189815198136287,-0.0157341537763109,0.0144437974352833,0.0330835392704864,-0.00493989281629159,0.014656119766432,-0.0277544022771619,0.00304384760406763,0.000544178616275093,-0.033804268550111,0.000436988058049834,0.0327146159463169,0.0120236003161277,-0.0105473109170005,-0.0249420118469063,0.0706713872943259,-0.00498044942878397,0.0366507742203339,-0.0664906690376254,-0.0273407408103214,0.069498950073042,0.0343588043989556,-0.059203455453958,0.0173672401355076,-0.00544081917635012
"Batman Forever","Action,Adventure,Fantasy","","batman forever",153,"Batman Forever (1995)","Action|Adventure|Comedy|Crime",-0.0303837471413297,-0.00461530900611686,-0.0127284228896268,-0.0237120962691084,-0.0151707386332398,0.0422684925195605,0.0166279231226704,0.0161360065971204,0.0272695966401519,0.0471129480097567,0.0678797158328663,-0.00609397303361441,0.0685553527915608,0.00787037705497824,0.0727015098659338,-0.0731505023205946,0.0442362242249692,0.0187640921494342,-0.00756684787878335,-0.092371609415712,0.0765830609498597,-0.018335750648426,0.0384978802591544,-0.0536209110169445,-0.0597399905694695,-0.0553335198716014,0.0293240802623073,0.0123523892218874,-0.083135030403668,0.127412839369988
"Batman Returns","Action,Thriller","","batman returns",1377,"Batman Returns (1992)","Action|Crime",0.0005335787249066,-0.0271046426623859,0.0113937244296446,-0.0262585458726906,-0.012695507062467,-0.00135116367856225,-0.0237638644305034,-0.00812629597052342,0.0588362295328123,-0.00330415812434166,0.0269726259905357,-0.0480422815712446,0.0436967728482994,-0.0250029502720004,0.0435017862100405,-0.0276473772613242,0.020990509961914,0.0244818182338192,-0.00180840075593701,-0.0168650263007348,0.0406485682268009,0.018701165132122,0.0612096093152298,-0.0400712097791052,0.036585248083933,-0.0388525776387878,0.0161584765245057,0.0255781586633442,-0.0360174706500515,0.032761270957117
"Battle of Algiers, The","Drama,War","BattleofAlgiersThe.txt","battle of algiers",26131,"Battle of Algiers, The (La battaglia di Algeri) (1966)","Drama|War",0.0204174560530943,0.0017507562465448,0.000177170233319194,-0.00319389907152455,0.00478137309526636,-0.00298343543885269,0.00884695414442657,0.0145808038409563,-0.00932008562064627,0.00225422697473733,0.00506346782313532,-0.00500027240619051,-0.00592606195989302,0.00443828538286813,-0.00299492793364551,-0.00123566875584881,-0.00378112106227434,-0.00909224222341126,-0.00103074358445805,-0.00530241747424446,0.00101876930498566,0.00620202917866016,0.00826341937611247,0.00290867297276095,-0.00652656900416777,0.0049251978465109,-0.00127120127620229,0.00231954648286598,0.000233873764342466,-0.00124193039644682
"Battle of Shaker Heights, The","Drama,Romance,Comedy","BattleofShakerHeightsThe.txt","battle of shaker heights",6689,"Battle of Shaker Heights, The (2003)","Comedy|Drama|Romance",-0.00149054496997873,0.000143089534088438,-0.00248283149389958,0.000835852618272198,0.000675829124990979,5.78957872978343e-05,0.000432600690742018,-0.000443256248857948,0.00127509808502973,0.00201730734384434,0.0011419478573996,-0.0003060053239744,-0.000350215617324706,0.00204009045385021,-0.000618982566996686,0.00025232913540821,-0.00163285627343025,0.00122196352264143,0.00056495662794468,6.17597837992517e-05,0.00112512610179142,0.000465885732703086,-0.00107000692162788,-4.72351949371213e-05,0.00134183207369311,-0.000607173137715909,0.000817125120404675,-0.000213939435635069,-0.0010668204323064,0.00102674403263828
"Battle: Los Angeles","Action,Sci-Fi","BattleLosAngeles.txt","battle: los angeles",85131,"Battle: Los Angeles (2011)","Action|Sci-Fi|War",-0.0115093267999054,-0.000890016691148814,-0.00142160478368053,0.0061282834502618,0.00776547352029789,0.00392988655489518,0.00430267971959902,-0.000501047327079049,0.00325602126883111,0.000149740144171839,-0.0037216245666732,0.00827430622140086,0.000700034774898142,-0.0013901434980343,-0.0108515386004191,-5.84799664174911e-05,0.00159656974761734,0.00622520402187932,0.00304897959306993,-0.000932743807094262,-0.00341662248927405,-0.0031686548789262,-0.000217474627303896,-0.00157490205887877,-0.000327981350508777,-0.00537231007693855,-0.00135723078312484,0.00414610003469318,-0.00499992763898498,-0.00172481331352861
"Beach, The","Drama,Adventure,Thriller","BeachThe.txt","beach",3285,"Beach, The (2000)","Adventure|Drama",-0.00644139505126423,-0.0342806263947749,-0.0306618356468781,-0.00178513971215115,-0.0295819740405184,-0.00562767789263485,0.00621773762394629,-0.0152561281757782,0.010304899357314,0.00241884142012377,0.0102456927473657,-0.00977245679825293,0.0226575195253337,-0.0135694539715365,-0.0218374625159969,0.0362783909900528,-0.015552155577261,0.0123406549310556,0.0039283277543627,0.00908934376222167,-0.00543335576664694,-0.00496537039769705,-0.0365974003166146,0.0037050205509881,0.020597732621789,0.00938525250085801,-0.00142075048284667,0.00867914918607035,0.0103749941277661,0.000522762477148399
"Bean","Comedy,Family","Bean.txt","bean",1665,"Bean (1997)","Comedy",-0.0119624193819815,-0.0112730996376304,-0.00459058108822638,-0.0164936619731917,-0.00516639359141803,0.00702629176930195,-0.00499492882790611,-0.00676951548431114,-0.000789100391659308,-0.0193978230359841,0.0282541124463992,0.0210724336311311,-0.00109495545718565,-0.0146898885740505,0.00778866403037183,0.010364378492503,0.0135111456735683,-0.01641988893892,0.0117482674593738,0.00418359914524525,-6.1452428566818e-05,0.00698413402779325,-0.00208217415565468,0.006669914753365,0.00607623910059308,-0.000955838958184547,0.00624828687211052,0.00141745803301071,0.00293453353222746,0.00213500837515724
"Beasts of the Southern Wild","Drama,Fantasy","BeastsoftheSouthernWild.txt","beasts of the southern wild",95558,"Beasts of the Southern Wild (2012)","Drama|Fantasy",0.00686046140541638,-0.00646418026857632,-0.00797924444258491,-0.00468192629197104,0.00351570117616747,-0.0046672363926919,-0.00451454232919087,0.0024848359229475,-0.00172512238315202,0.00251201075555735,0.00670089198099977,-0.00097475275412115,0.00181921576229713,0.00830131873371246,-0.00313095289675422,-0.000200257528780799,0.00247820925402293,0.00150754484208852,0.00172114364282023,-0.00413458922684185,-0.00211264249219905,0.00281214742115703,0.00149013982173346,-0.00023991604738161,-0.00232462893612318,-0.000756886588656098,-0.00196922984640772,0.000593952253602519,-0.00104545759070794,-0.000365931901296262
"Beavis and Butt-head Do America","Animation,Comedy","BeavisandButtheadDoAmerica.txt","beavis and butt-head do america",1405,"Beavis and Butt-Head Do America (1996)","Adventure|Animation|Comedy|Crime",0.0140464213044449,-0.0457351227542712,0.0437686835299414,-0.011638786609247,-0.0172756037953387,0.0299222522620397,-0.00876034992846423,-0.0400753798712517,-0.0158230400143075,-0.00449680918250739,0.0233148731997118,0.0307663689043788,-0.0155174027004759,-0.0127230060859273,-0.0103710360686104,0.0030626875840922,0.0238526030131765,-0.059464308989885,-0.035135902978784,0.0238247043890169,-0.000333783541505613,-0.00517591225231579,-0.016661603827152,0.0056860231889672,-0.00289402074582162,-0.0220028103294165,0.00444848662184791,0.00405201768936547,0.016409733491101,0.00673694591378817
"Beginners","Comedy,Drama,Romance","Beginners.txt","beginners",87304,"Beginners (2010)","Drama",0.00846962157990822,-0.00286934259136726,-0.00618121264544301,-0.000708258020006467,0.00469865520655921,-0.00211933444386821,-0.00338305633150213,0.000236158705101877,-0.00696950351112234,0.000122865837175053,0.00325526991581065,-0.00906282659260974,0.00119307394118162,0.00266273987740391,-0.000724761796714164,0.00154187215188067,0.00322678559547121,-0.000685069744445611,-0.000699515803270919,0.00172325362841533,-0.00389367339499174,0.00543949873679538,-0.00106729352149358,-0.000184852155805784,-0.00215500871294642,-0.00216458273465997,-0.00133296333660352,-0.0014207801935604,-0.00143525978593467,-0.00133095421064048
"Being Human","Comedy,Drama,Fantasy","BeingHuman.txt","being human",418,"Being Human (1993)","Drama",0.000910129805433129,-0.00987328161476747,-0.00659365320600904,-0.00215855398087018,-0.000682701584015615,-0.00285021694013876,0.00273945546038799,-0.00119282855046584,0.00329035786562383,0.000611606150471262,-4.31895982452542e-05,0.00741053994141453,0.00463791359725052,-0.000392700632784358,-0.0053397335397705,-0.00278208408352375,-0.00388983196449489,0.00168446826341618,-0.000797295791865836,0.00393853205545477,-0.00121835577551072,-0.00197824225113223,-0.00146058897003924,-0.0037200744046856,-0.00142905872363548,0.00308034205001498,0.00153380057772468,-0.00452435040281902,-0.000510200114431772,-0.00358183264406002
"Being John Malkovich","Comedy,Fantasy","BeingJohnMalkovich.txt","being john malkovich",2997,"Being John Malkovich (1999)","Comedy|Drama|Fantasy",0.0506770434418554,-0.0208972301844796,-0.00743114510351793,-0.0196776158614839,-0.00709262188832709,0.0623628824579646,0.0039850350528928,-0.0344905553030854,0.0176103719783937,-0.0103067081409126,0.0150092281774929,0.0117232244831396,0.0541851205185268,0.0572222672759775,0.0333583553545629,0.0238414145685076,-0.0396902671837099,0.00989983789551516,0.0320096363432839,-0.0229980915188905,0.00260327601378012,-0.0657991756701886,-0.0530221671527525,-0.0250975136857212,-0.0336071507427084,0.0283099531581652,-0.0869956094361803,-0.0470595048920659,0.0168166342015792,-0.0106603279478289
"Being There","Comedy,Drama","BeingThere.txt","being there",1292,"Being There (1979)","Comedy|Drama",0.0269420242789372,-0.00626305400037698,-0.0103960128515311,-0.00465456492757569,-0.0128774266164425,-0.00641723246566754,-0.000461136937124564,0.0114581879105075,-0.00287149300460336,-0.0043594390423473,0.00469108089298036,0.0246168415658569,0.0122446374580243,0.0296102262955661,0.0050399874395832,0.00286491459344214,-0.0192911962213989,0.00659800588619184,-0.00118662964118038,-0.0181564843731209,0.00687625273523503,-0.00853642801861056,-0.010481522957031,-0.00716191613293463,-0.0204565608242037,0.00698822334417175,0.0119251622986649,0.00619370727629263,0.0381505162935161,0.00821169001168313
"Believer, The","Drama","BelieverThe.txt","believer",5379,"Believer, The (2001)","Drama",0.00622144378180892,-0.00018916685762564,-0.00796680717775603,0.00112501565987536,0.00462972322629668,0.00119265112163317,-0.000524888778547847,0.00135335936312398,-0.000335338861295559,0.00708268870856013,0.000841820682680457,-0.00036396681546363,-0.000314936521527659,0.00558016295560137,-0.00129028042219442,0.000197932235971918,0.00273974403680515,-0.00148377381376762,-0.00265252500864437,-0.0035764464257014,0.00122959851380384,0.00346273303221366,-0.00137277407568412,-0.00430292140766241,0.00106124099302849,0.0037000298615,0.00457925971601518,0.00133518866425988,-0.00124763021844539,0.000150789034954696
"Benny & Joon","Comedy,Romance","BennyJoon.txt","benny and joon",1441,"Benny & Joon (1993)","Comedy|Romance",0.00354325419516343,-0.00165923334426233,-0.0447476241635726,-0.0167281136991908,-0.0149666442994713,0.00381775899352364,-0.0488478174476673,-0.0125525343208887,0.0156623391902225,-0.00522474061357396,-0.00776837910505269,-0.0108281793229608,-0.0234479334897397,0.00595753137971872,-0.00313982722532643,-0.0364083996502254,-0.00482747599608878,0.00959843443716269,-0.0137133769183348,-0.01006494862434,0.00554662456019491,-0.000476070358823992,0.0280864562995184,-0.0108067650736466,0.0107004785040887,-0.0144396397353313,0.00494794083318599,0.00195165435827924,-0.00294302673530727,0.00744114485656801
"Best Exotic Marigold Hotel, The","Comedy,Drama","BestExoticMarigoldHotelThe.txt","best exotic marigold hotel",94070,"Best Exotic Marigold Hotel, The (2011)","Comedy|Drama",-0.00122349697636661,0.00150818506427817,-0.0112740712315323,-0.000181688933260065,0.00680342393995879,0.000805787130575761,-0.00224300641108924,0.00290435825077323,-0.00456529536347097,0.000273491788938068,-0.00261578502328319,0.000961589304688316,-0.00144724263318188,0.00212604799532687,0.00224445075103584,-0.0054548742894027,0.004215653093778,0.00213010915491511,0.00312459132731976,-0.000420229370034395,-0.0031789429377252,-0.000399689342798324,-0.00256279036376441,-0.00395049128643908,0.00263330724238591,-0.000724052758175809,-0.00032526742144738,-0.00453440269968092,-0.000845310596585299,-0.00251657928556193
"Big","Comedy,Family,Fantasy","Big.txt","big",2797,"Big (1988)","Comedy|Drama|Fantasy|Romance",-0.00360491627744383,0.0571171756902968,0.0288449816526464,-0.00361109873200577,-0.0375061035605021,0.00951204007002406,-0.029889060874103,-0.0305349780735508,-0.0196538854770452,-0.0170817342974431,-0.00586873580140473,0.0110175700771903,0.0168756006709011,0.0714802111689843,-0.0310170629962373,-0.00723855263547213,-0.030172739696947,0.0422140944991468,0.00841540413925513,-0.0533863512298395,-0.00688110564989642,-0.00303853535927474,-0.0297572860486819,0.00710554473558301,0.036385922757809,0.04359451998515,-0.00895218602075183,0.0552900442825982,0.0427660768109955,-0.0265337253940282
"Big Blue, The","Drama,Romance","BigBlueThe.txt","big blue",1216,"Big Blue, The (Grand bleu, Le) (1988)","Adventure|Drama|Romance",0.00460837350340108,-0.0104422938576183,-0.0212218911042541,0.00269806705469927,-0.00604893249934901,-0.0101411289712208,-0.0139751053623654,0.00931639034119589,0.00110575955592352,0.0133996963637317,-0.00215913225748538,0.000836469927157474,-0.00295314138869324,-0.00291599133766569,-0.00196856983053669,-0.00805536829516691,-0.0162345589120849,-0.00594991018142964,0.00169605106226058,-0.00495478564452072,-0.000872638029900007,0.00550053840524618,-0.00759566294388389,-0.00155081111236772,0.00315192448803952,-0.00244472294334067,0.00448097739473091,0.00271094557372423,-0.00221084267722416,1.83773534410914e-05
"Big Fish","Drama,Fantasy,Comedy,Adventure","BigFish.txt","big fish",7147,"Big Fish (2003)","Drama|Fantasy|Romance",0.0134229595780009,-0.0028648307168827,-0.033638715023201,0.0114900262697149,0.0011821389574278,0.0210085986441904,-0.0421090718638697,-0.0115298776506882,0.0209602304989736,0.0171870600755955,0.0522820921319411,0.0114213673106253,-0.0209296671148269,0.00749041842762114,0.0205133735944151,-0.0106376482202576,-0.0167224154756332,0.0409823898605397,0.0242036855853858,0.0410152580430911,0.0325240119563162,-0.0303667617744988,0.0391319933406979,-0.0332264436367085,0.0510396382488532,-0.0399874862112973,0.0135007207847154,8.11028550824447e-05,-0.00429478213006457,0.020525391126832
"Big Lebowski, The","Comedy,Mystery,Thriller","BigLebowskiThe.txt","big lebowski",1732,"Big Lebowski, The (1998)","Comedy|Crime",0.0403148851978795,-0.0525700382519115,0.00352793303792724,-0.000443346303918825,-0.026721177208588,0.0300057216128843,-0.0372067625686519,-0.00284600366571891,-0.0114564961683011,-0.0301572750930322,0.0273959775817521,0.00936833199469574,0.042111014389303,-0.0270270358911934,-0.0271813991825178,0.00264570135074954,-0.0340598400784151,0.0632667961057366,0.00790141632245458,-0.00243634388025699,-0.0627779154963526,0.00353244696413836,-0.0318594935175121,0.0138163064212305,0.0277388263678982,-0.0149322762717384,-0.0131878303777792,-0.0345488010394719,-0.00323180876022019,0.0604197870834706
"Big White, The","Comedy,Crime,Drama","BigWhiteThe.txt","big white",44058,"Big White, The (2005)","Comedy|Crime|Drama",9.75691361128585e-05,-0.00130737725522995,-0.00156839056976587,0.000694795001487905,0.000243683143090315,-0.000221236301882503,-0.00115193949952263,0.000445181537918677,0.000872893881338546,-0.00112774828785103,-3.56594816868095e-05,0.000595942470307667,0.000155207910010922,0.000344305231024697,-0.000985520185273297,0.000683309302517801,-0.000108716682110048,0.000133136665762788,-1.71972477221881e-05,-9.16644790377896e-05,-0.000776470166610121,-0.000128058039898644,-0.000153191527123997,7.68106849834557e-05,-0.000978929108594735,0.000761894421304488,-0.000231362695226989,-0.000152931489794247,-0.000585984778122576,0.000872418221229323
"Birds, The","Drama,Horror,Thriller,Romance","BirdsThe.txt","birds",1333,"Birds, The (1963)","Horror|Thriller",0.0242147262976379,0.00727104303409723,0.0109796019554433,-0.0194548734341425,-0.0288963784720768,-0.00352737749756489,0.0434088625579634,0.0319094623796651,0.0203143589446183,0.0293411099686055,-0.0100676029244617,0.0170595726669231,-0.0149859608462104,0.0344254819368186,0.0486520440304974,0.030440844868637,-0.0123674309682555,0.0469606446540626,0.0217717164285834,0.0257206867219395,0.012897521492793,0.0315697252636852,0.0048904108280502,0.0200004093041412,0.00853774029713585,-0.016051936023729,0.0194066842683059,-0.0283225935008453,0.00313790211169189,0.0219380368832659
"Birthday Girl","Comedy,Drama,Romance,Crime","BirthdayGirl.txt","birthday girl",5081,"Birthday Girl (2001)","Drama|Romance",0.000148084794392369,-0.00619337513246918,-0.00544182805404407,-0.00131392741395907,0.00124033536624735,0.00613367294334314,0.00357530228744608,-0.00278298560374481,0.000480674631618939,-0.00535669837709359,-0.00414372126050959,0.00450842137541357,0.00137975043147225,-0.00183455429407221,-0.00408406250993396,8.1253267115557e-05,-0.00384852050614498,0.00493190175374263,0.000365284784121048,0.00246777821358713,-0.00282423167657899,-0.00319996509907164,-0.000672594667353072,-0.00497328959879896,0.00212498449475706,0.000285942470741993,-0.00246801319142107,0.000264934211610927,0.00143328576808448,0.00109673206021967
"Black Dahlia, The","Crime,Drama,Mystery,Thriller","BlackDahliaThe.txt","black dahlia",48142,"Black Dahlia, The (2006)","Crime|Drama|Mystery|Thriller",-0.00150900657220618,-0.00961649958656241,-0.0112082868973231,-0.00194288420122715,0.00378843197182325,-0.000221502188310801,0.00418976761659516,0.00671083504613019,0.00598820253643512,0.00199797011107941,0.000468719681425877,-0.000308858178655944,0.00771628731740716,-0.00684325312256179,0.00328445950878101,-0.000917935214250272,-0.00462687739425878,0.00274130072419863,-0.0018346198994215,0.00293345388849991,0.00212745359046078,0.000593879160247435,0.008804715311257,-0.00430562352616286,0.00206052300169607,-0.00369177243620264,0.00356919133658759,0.00170273816678554,-0.00204685908843084,-0.00172699536077966
"Black Snake Moan","Drama","BlackSnakeMoan.txt","black snake moan",51091,"Black Snake Moan (2006)","Drama",0.00626697932849107,-0.00153880982395288,-0.00859375896686954,0.00291649972537428,0.00778239430538991,0.00505305954906528,-0.000652224167308742,-0.00826725513849042,-0.00195058070126603,0.00317115099879077,-0.00240553838039284,0.00177366029311861,-0.00328263052860436,0.000216390228589871,-0.00293021394866403,-0.00491198380557773,0.00298181514891653,-0.00578972131463212,-0.0056602272131873,0.0027512947651665,0.00205867825531141,-0.0014194374632664,0.00619022582668355,-0.00563058636967963,0.000111934447151413,-0.00157556613328435,-0.00379185286070397,0.00109833646027731,0.000263568203537817,-0.00390168896288278
"Blade II","Action,Horror,Thriller","BladeII.txt","blade ii",5254,"Blade II (2002)","Action|Horror|Thriller",-0.0148985834713545,-0.0164083944046123,0.0276122831938193,0.0123677059252399,0.00219080034929857,0.041423842303883,0.0188267586621504,0.0160922833917157,0.00296545085073118,0.0159905103238499,0.00121772250464752,-0.00456618281961386,0.00425204322282863,-0.0189228521235649,-0.0102568916161157,-0.000710570201517197,0.0230056683491326,-0.0136463836286083,-0.00165678395382619,-0.0197550126320751,-0.00336604459215494,-0.00836905191784178,0.0230160009741486,0.00184427153206982,0.00765132586974827,0.00858171866342519,-0.000163574088415711,0.00292397640955744,0.00984447870661014,-0.0152250359961412
"Blade Runner","Action,Drama,Sci-Fi","BladeRunner.txt","blade runner",541,"Blade Runner (1982)","Action|Sci-Fi|Thriller",0.0410597143220031,-0.015181571066556,0.00935724558390239,-0.00702950292409559,-0.016883824459231,0.0426526531937553,0.0141051626092062,0.0447645334655945,0.0665666678858374,0.00825578488236438,-0.0542605745645634,0.0274071833170156,0.0495378864193453,-0.0450213645432023,-0.0299452342443644,-0.0144812511492492,-0.132130269964146,0.0119047538113797,0.00251699917896539,0.0221776826943877,0.0462941941899181,0.0506618475799688,-0.00347473412053417,0.00566267226834666,0.000180499155168744,0.0381524643934815,0.0740796984316582,0.00154615345249838,-0.0508863334713739,-0.0181307861526563
"Blade: Trinity","Action,Fantasy,Horror,Thriller","BladeTrinity.txt","blade: trinity",8985,"Blade: Trinity (2004)","Action|Fantasy|Horror|Thriller",-0.021535306312621,-0.00532258494391596,-0.00335372736458346,0.00551645495216383,0.00774691687176564,0.0262996933160509,0.0110406423966292,0.0110466946978906,-0.00896536035682486,0.013083013921019,-0.0147390005374761,0.014524153949083,0.00428404370446642,-0.0049220255116887,-0.00577851993897083,-0.000688746807689302,0.00999188348963786,0.00333943588188528,0.000876347508056788,-0.00844144544441803,-0.00288262390850799,-0.00412383204917886,0.00356802151072804,-0.000365504152887418,-0.000248946040099138,0.00344448143691899,0.00316287962591037,0.00693138414452296,-0.002015597273967,-0.00647179906428441
"Blast from the Past, The","Comedy,Drama,Romance","BlastfromthePastThe.txt","blast from the past",2496,"Blast from the Past (1999)","Comedy|Romance",-0.016672099749201,0.0103510014134853,-0.00304057419538406,-0.018733901514701,0.000353265541625273,0.0315562228533351,-0.00505753901803804,-0.00585494710686085,0.00974334173310668,-0.0252421392780216,-0.00477830796322259,0.00548215604231935,-0.0107941599436189,0.000953910811873457,-0.00674021345995359,0.00195831463575384,-0.0264826543919642,0.000659588231251881,-0.0123803993596144,-0.000985261435346575,0.0071446968856942,-0.00921287681413399,-0.00124622294191085,0.00182984365549327,0.0126235112010062,-0.00557341204139297,0.00730894918892218,-0.00556802078615683,0.0139694291502279,0.0102702133761179
"Blind Side, The","Drama","BlindSideThe.txt","blind side",72641,"Blind Side, The  (2009)","Drama",-0.0145140379692057,0.012113365500064,-0.01807877466863,0.0192346150888972,0.00200922211685204,0.00384172682366161,0.00532786137462932,0.00800303446092822,-0.013816775489493,0.00424869724717687,-0.00407074090769507,0.0172450926195291,-0.0133265957138967,-0.00336797354322167,-0.00572632517346094,-0.00965779143694542,-0.00915159729624193,-0.00212870367706536,0.00193189751458777,-0.00640385616009807,0.00645057563872459,-0.00491597107701083,0.00735351001983423,-0.00611261704009302,0.0052323859122569,-0.00191949164927647,0.00256382479424464,0.00787830686637322,-0.000995853893413349,0.00587690151317412
"Blood and Wine","Thriller,Crime,Drama","BloodandWine.txt","blood and wine",1351,"Blood and Wine (Blood & Wine) (1996)","Crime|Drama|Thriller",0.00215919055307725,-0.00039471404136194,-0.000798978814690123,0.000231955394663997,0.000422785106886365,-0.000312730363449729,0.00403678002086664,-0.000199248532864396,-0.00152387971264936,-0.00827594053838951,0.00351921128691591,-0.00110508081101512,0.00128369515424195,0.00137457678162726,0.00105114645969674,0.00182570377937494,-0.00148185373173069,-0.000561082799936105,-0.00536925147343894,0.000912313866544712,0.00045181770997984,0.00435251408451202,2.70637460915357e-05,0.00394084898143129,0.000343767050804776,0.00104889277926367,-0.00230487538208671,-0.00231509735208333,-0.00241839558459269,-0.00294325569559084
"Blood Simple","Drama,Thriller","BloodSimple.txt","blood simple",3683,"Blood Simple (1984)","Crime|Drama|Film-Noir",0.0257349583555192,-0.00162622396967287,-0.00135213002153434,-0.00377521419416518,-0.0119016837612137,0.0263242008442887,0.0175355131604306,0.0177663459132144,-0.00912711191152656,-0.0054223498087213,-0.00308842253069866,0.00974455122036574,-0.00907006693611756,0.0141513860814254,-0.00162185704696299,-0.00429100532074138,-0.00869931307803504,0.0136762990052689,0.00158911754780234,-0.0159074602486816,-0.020065450782379,-0.00519242891230317,0.00302161984000136,0.0117373038099786,-0.0032049329850728,0.00455150485198282,-0.0182942514227553,-0.00289656452043673,0.000312892363083735,0.00417110696185091
"Blow","Crime,Drama","Blow.txt","blow",4239,"Blow (2001)","Crime|Drama",0.000779135282112139,-0.0291295446239637,-0.0360704794876553,0.0330509242664185,-0.042246474209004,0.00833415541189951,-0.0017341877537062,0.00416288451347848,-0.0127496295253213,0.0128034252801713,0.015486376105356,0.0103750269827247,-0.01207939027857,0.000321695382914985,-0.00587321843178342,0.00122398947010441,0.0315858778485841,0.0168654769380724,-0.0311953401285573,0.00281382665016603,0.000605567681403137,0.000736775697025021,-0.0113480052674703,-0.018484487735615,0.0248943472234769,0.00631725061598819,0.00738115466827664,0.00697388416235124,0.000621420781282963,0.0198908958328366
"Blue Valentine","Drama,Romance","BlueValentine.txt","blue valentine",78039,"Blue Valentine (2010)","Drama|Romance",0.0149890601064779,-0.00416960155556768,-0.00446483106714819,-2.28941214100636e-05,0.000873147762791215,-0.00131301610254895,0.0034764008306871,-0.00167147222307658,-0.00195618248017154,0.00211961198990964,0.0046532102841741,-0.0121767504526254,0.00220047164606541,0.00435812625372228,-0.00369015894981339,0.00290333542849473,-9.9350094556952e-05,-0.00327443210900691,0.00357865146258309,-0.000269930819316584,-0.00604551419515187,0.00777319435349917,-0.00123446754778266,-0.00610246553577201,0.00342998640538554,-0.00113482945243328,-0.000442292277564706,-0.00192603118085927,0.00104199709810244,-0.00273559385535311
"Blue Velvet","Crime,Drama,Mystery,Thriller","BlueVelvet.txt","blue velvet",2076,"Blue Velvet (1986)","Drama|Mystery|Thriller",0.0367541538710769,-0.0361949115178849,-0.00291762559245524,-0.0245578277253225,-0.0348769960927953,0.0267632650966308,0.0304745513934576,0.0184196012108254,-0.00419026856063468,0.0402144220697458,0.00475307509770905,-0.00271966531382586,0.0181452294833548,0.000491674912953693,-0.000174100332353033,0.00648138197077854,-0.0197155037210803,0.0133959359931566,0.00364364354685507,-0.00868839255975688,-0.0101974005405978,0.013748723064087,0.00651330524497931,-0.0134106036277357,0.00729263703299584,-0.00232166088345009,-0.0135968372958153,-0.0059690539359802,0.0110760342754169,-0.0054158683572345
"Blues Brothers, The","Comedy,Crime","BluesBrothersThe.pdf","blues brothers",1220,"Blues Brothers, The (1980)","Action|Comedy|Musical",0.0172051341909722,-0.0116609732010077,0.024395429282408,0.00709423130510679,-0.0168918123427429,0.0160077708040266,-0.0617694294267755,0.0180759150044604,-0.0144026672081845,-0.0153713204130837,-0.0207452432805386,0.0636193144857725,0.00583017171690966,0.00322940743749904,0.020057063085954,-0.0577806388037193,-0.00447304990653293,0.026863756757509,-0.0046938324394914,0.039775695794802,0.011074620330918,0.017727588638385,0.00791794425608884,-0.0116784693952604,-0.0191139388954067,-0.0785306340318153,0.0964549909847601,0.0242361029873894,0.00270281116303392,0.00646082463198267
